4.11983,-8.81701,-0.549908,-32.9991,101.3,106.843,536.523,112.893,1043.73,352.379,10557.9,7758.29,59.66,0,10.3481,51.0557,10618.1,14.1942,11.3622,84958.6,158.191,101.3,1.69E-31,0.620175
4.11987,-8.83137,-0.557463,-32.9991,101.3,106.877,536.341,112.914,1043.74,360.595,10545.2,7748.51,59.66,0,10.347,51.0332,10608.2,14.1701,11.3402,84927.4,158.191,101.3,1.69E-31,0.621504
4.11987,-8.84526,-0.564844,-32.9991,101.3,106.909,536.179,112.934,1043.78,368.614,10533.1,7739.2,59.66,0,10.3455,51.0104,10598.8,14.146,11.3174,84896.9,158.191,101.3,1.69E-31,0.622764
4.11987,-8.85854,-0.57131,-32.9991,101.3,106.944,536.011,112.956,1043.81,376.527,10521.3,7730.21,59.66,0,10.3437,50.9878,10589.1,14.122,11.2935,84867.1,158.191,101.3,1.69E-31,0.623955
4.11987,-8.87294,-0.577609,-32.9991,101.3,106.976,535.862,112.974,1043.88,384.23,10510.3,7721.79,59.66,0,10.3418,50.9648,10579.8,14.098,11.2689,84838.2,158.191,101.3,1.69E-31,0.625078
4.12384,-8.88512,-0.583615,-32.9991,101.3,107.008,535.708,112.992,1043.91,392.234,10499.4,7713.53,59.66,0,10.3395,50.9419,10570.7,14.0743,11.2453,84810,158.191,101.3,1.69E-31,0.626133
4.12327,-8.89657,-0.589504,-32.9991,101.3,107.041,535.565,113.012,1043.97,399.8,10489,7705.65,59.66,0,10.337,50.9191,10562.1,14.0509,11.2193,84782.4,158.191,101.3,1.69E-31,0.627123
4.12294,-8.90747,-0.594199,-32.9991,101.3,107.071,535.4,113.031,1043.95,407.75,10478.4,7697.6,59.66,0,10.3341,50.8969,10553.6,14.0282,11.1925,84755.6,158.191,101.3,1.68E-31,0.628048
4.12294,-8.91786,-0.59889,-32.9991,101.3,107.102,535.271,113.052,1044.02,414.79,10468.7,7690.3,59.66,0,10.3311,50.8747,10545.4,14.0051,11.1636,84729.5,158.191,101.3,1.68E-31,0.628908
4.12294,-8.92778,-0.603214,-32.9991,101.3,107.135,535.131,113.072,1044.07,422.09,10459.3,7683.22,59.66,0,10.3278,50.8528,10536.9,13.9822,11.1357,84704,158.191,101.3,1.68E-31,0.629705
4.12294,-8.93716,-0.607324,-32.9991,101.3,107.162,534.998,113.088,1044.1,429.461,10450.1,7676.31,59.66,0,10.3243,50.8309,10529.2,13.9598,11.1074,84679.1,158.191,101.3,1.68E-31,0.630439
4.12635,-8.94605,-0.611127,-32.9991,101.3,107.193,534.881,113.107,1044.17,436.368,10441.5,7669.88,59.66,0,10.3206,50.8095,10521.4,13.9372,11.0781,84654.8,158.191,101.3,1.68E-31,0.631113
4.12594,-8.95458,-0.614465,-32.9991,101.3,107.226,534.748,113.127,1044.23,443.307,10433.1,7663.6,59.66,0,10.3168,50.7885,10513.2,13.9152,11.0496,84631,158.191,101.3,1.68E-31,0.631725
4.126,-8.96264,-0.617791,-32.9991,101.3,107.252,534.641,113.143,1044.3,449.887,10425.1,7657.66,59.66,0,10.3128,50.7674,10506.3,13.8933,11.0203,84607.9,158.191,101.3,1.68E-31,0.632278
