Time,20-3 - Temperature,17-2 - Temperature,61-3 - Temperature,53-3 - Temperature,53-3 - Pressure,69 - Temperature,69 - Pressure,81 - Temperature,81 - Pressure,5-2 - Mass Flow,108 - Mass Flow,89-2 - Mass Flow,1 - Temperature,1 - Mass Flow,LIC506 - PV,LIC502 - PV,81 - Mass Flow,86 - Temperature,71-2 - Temperature,67 - Mass Flow,34-2 - Temperature,34-2 - Pressure,34-2 - Mass Flow,LIC508 - OP
[seconds],[C],[C],[C],[C],[kPa],[C],[kPa],[C],[kPa],[kg/h],[kg/h],[kg/h],[C],[kg/h],[%],[%],[kg/h],[C],[C],[kg/h],[C],[kPa],[kg/h],[%]
369931,4.11848,-8.69745,-0.48313,-32.9991,101.3,106.582,537.946,112.739,1043.71,292.778,10658.9,7837.1,59.66,0,10.3444,51.2067,10696.1,14.3656,11.4852,85212.3,158.191,101.3,1.70E-31,0.608905
369941,4.00307,-8.72031,-0.477927,-32.9991,101.3,106.62,537.749,112.759,1043.72,301.292,10643.2,7824.69,59.66,0,10.3462,51.1863,10685.2,14.3398,11.4719,85876,158.191,101.3,1.70E-31,0.610722
369951,3.27289,-8.65355,-0.348226,-32.9991,101.3,106.594,537.837,112.735,1043.75,309.775,10627.7,7812.55,59.66,0,10.3476,51.1607,10692.5,14.3159,11.4573,87481,158.191,101.3,1.69E-31,0.612515
369961,1.72067,-8.42249,-0.104245,-32.9991,101.3,106.497,538.383,112.635,1043.84,317.698,10615.4,7803.41,59.66,0,10.348,51.1185,10725.7,14.2923,11.4451,89180.6,158.191,101.3,1.67E-31,0.616125
369971,-0.290237,-8.11383,0.15579,-32.9991,101.3,106.389,539.183,112.517,1043.99,324.827,10610.2,7801.07,59.66,0,10.3465,51.0484,10770.2,14.2711,11.4383,90439.3,158.191,101.3,1.64E-31,0.623495
369981,-2.3827,-7.81257,0.356004,-32.9991,101.3,106.322,539.913,112.437,1044.16,331.417,10614.6,7807.79,59.66,0,10.3414,50.945,10807.4,14.2549,11.4386,91010.2,158.191,101.3,1.61E-31,0.635298
369991,-4.32131,-7.56459,0.458941,-32.9991,101.3,106.321,540.334,112.424,1044.34,337.439,10628.3,7822.88,59.66,0,10.3316,50.8155,10823.7,14.2457,11.4516,90991.1,158.191,101.3,1.57E-31,0.650435
370001,-5.90522,-7.38346,0.47011,-32.9991,101.3,106.388,540.319,112.484,1044.52,343.19,10647.7,7842.71,59.66,0,10.3167,50.6765,10814.6,14.2443,11.4739,90582.8,158.191,101.3,1.53E-31,0.668858
370011,-7.08589,-7.26766,0.408025,-32.9991,101.3,106.505,539.876,112.596,1044.61,349.353,10668.2,7862.91,59.66,0,10.2977,50.5443,10783,14.2504,11.511,89810.7,158.191,101.3,1.49E-31,0.69016
370021,-7.91308,-7.20537,0.297433,-32.9991,101.3,106.66,539.045,112.743,1044.62,355.956,10686.2,7879.91,59.66,0,10.2754,50.4325,10732.2,14.2628,11.5617,88893,158.191,101.3,1.45E-31,0.712678
370031,-8.47192,-7.17687,0.15624,-32.9991,101.3,106.832,537.971,112.903,1044.58,362.966,10699.6,7891.81,59.66,0,10.2513,50.3472,10670.5,14.2793,11.6258,87908.5,158.191,101.3,1.41E-31,0.735279
370041,-8.84506,-7.17637,0.00169323,-32.9991,101.3,107.013,536.735,113.064,1044.48,370.583,10706.4,7896.93,59.66,0,10.2266,50.2929,10602.3,14.2984,11.7031,86911.9,158.191,101.3,1.37E-31,0.757223
370051,-9.10132,-7.19399,-0.151763,-32.9991,101.3,107.192,535.429,113.214,1044.34,378.733,10706,7894.63,59.66,0,10.2022,50.27,10532.3,14.3184,11.7928,86009.5,158.191,101.3,1.34E-31,0.780179
370061,-9.28496,-7.22857,-0.30792,-32.9991,101.3,107.372,534.113,113.355,1044.2,387.228,10698.5,7885.2,59.66,0,10.1792,50.2762,10462.7,14.3379,11.8942,85181.6,158.191,101.3,1.31E-31,0.802816
370071,-9.42012,-7.27178,-0.45344,-32.9991,101.3,107.55,532.764,113.487,1043.96,396.836,10683.6,7868.57,59.66,0,10.158,50.3081,10393.4,14.3569,12.0068,84347.3,158.191,101.3,1.28E-31,0.825914
370081,-9.52299,-7.3249,-0.5864,-32.9991,101.3,107.71,531.513,113.603,1043.77,406.429,10662.4,7845.87,59.66,0,10.1392,50.3615,10329.6,14.3742,12.1304,83659.5,158.191,101.3,1.25E-31,0.849206
370091,-9.60282,-7.38606,-0.714056,-32.9991,101.3,107.866,530.278,113.709,1043.51,417.161,10635,7817.34,59.66,0,10.1232,50.4321,10268,14.3903,12.2646,83036.8,158.191,101.3,1.22E-31,0.871952
370101,-9.66414,-7.45159,-0.822202,-32.9991,101.3,108.012,529.147,113.8,1043.28,427.861,10603,7784.4,59.66,0,10.1097,50.5149,10211.7,14.405,12.4093,82390.8,158.191,101.3,1.20E-31,0.895208
370111,-9.71096,-7.52159,-0.916131,-32.9991,101.3,108.147,528.092,113.884,1043.02,439.244,10566.6,7747.51,59.66,0,10.0994,50.6059,10160.4,14.4188,12.5639,81823.9,158.191,101.3,1.17E-31,0.918521
370121,-9.74633,-7.5973,-1.00138,-32.9991,101.3,108.271,527.149,113.957,1042.83,450.49,10527.3,7708.07,59.66,0,10.0922,50.7008,10113.8,14.4317,12.7283,81298.6,158.191,101.3,1.15E-31,0.941115
